isbn;titulo;autor;editorial;categoria;año_publicacion;idioma;formato;paginas;precio_venta_pvp;precio_coste;margen_bruto_pct;disponible_online;disponible_tienda;activo;fecha_alta_catalogo;resena_texto
978-513-811-9625-1;Libro 0487 - Infantil/Juvenil;Roald Dahl;Random House;Infantil/Juvenil;1992;Español;Ebook;180;6.13;2.99;46.73;Sí;No;Sí;2020-04-16;Con un talento único para mezclar lo disparatado y lo tierno, Dahl construyó personajes que han sobrevivido décadas en la imaginación de los lectores. Clásico imprescindible de la literatura juvenil.
978-569-768-6454-9;Libro 0488 - Idiomas;Norman Whitney;Paidós;Idiomas;1981;Español;Ebook;237;20.68;12.15;35.91;Sí;No;Sí;2020-12-17;Con un diseño pedagógico cuidado y textos adaptados a cada nivel, Whitney ofrece recursos de aprendizaje del inglés que funcionan tanto en el aula como en el estudio independiente.
978-688-285-4435-6;Libro 0489 - Infantil/Juvenil;Roald Dahl;Salamandra;Infantil/Juvenil;1980;Español;Tapa blanda;173;12.79;8.02;37.28;Sí;Sí;Sí;2019-05-14;La prosa de Dahl es un prodigio de ritmo y sonoridad. Sus historias, llenas de villanos memorables y héroes inesperados, funcionan como pequeñas fábulas modernas con mucho más humor que moraleja.
978-209-783-4892-3;Libro 0490 - Arte y Fotografía;Giorgio Vasari;Random House;Arte y Fotografía;2021;Español;Tapa blanda;255;39.12;29.23;25.27;Sí;Sí;Sí;2021-09-09;Vasari fue el primer gran historiador del arte y su obra es el punto de partida de toda la historia del arte occidental. Un recorrido fascinante por el Renacimiento italiano que combina biografía, crítica y elogio apasionado.
978-111-910-5112-6;Libro 0491 - Arte y Fotografía;E.H. Gombrich;Espasa;Arte y Fotografía;2000;Gallego;Tapa blanda;317;38.85;28.31;27.12;Sí;Sí;Sí;2022-05-13;Gombrich no solo describía el arte: lo explicaba. Su capacidad para conectar la obra con la mentalidad de su época y con la psicología de la percepción lo convierte en un divulgador sin par.
978-420-476-8032-0;Libro 0492 - Arte y Fotografía;Simon Schama;Ariel;Arte y Fotografía;1985;Español;Tapa dura;196;58.97;41.6;29.46;Sí;Sí;Sí;2022-11-21;Una exploración profunda del arte como expresión de la condición humana. Schama conecta obras de distintas épocas con los contextos que las hicieron posibles, creando una narrativa cultural apasionante.
978-282-681-8930-4;Libro 0493 - Autoayuda;Brené Brown;Tusquets;Autoayuda;1988;Español;Bolsillo;262;20.6;11.6;43.7;Sí;No;Sí;2020-10-30;Con historias reales y datos de su investigación, Brown explora cómo la vergüenza nos paraliza y cómo la empatía nos libera. Un libro valiente para quienes quieren relacionarse de forma más auténtica.
978-877-815-9541-5;Libro 0494 - No Ficción;Nassim Taleb;Alianza Editorial;No Ficción;1989;Español;Tapa blanda;217;22.02;12.17;44.72;Sí;Sí;Sí;2022-02-21;Taleb mezcla filosofía, matemáticas y autobiografía para explorar cómo los eventos raros y extremos dan forma al mundo. Un libro incómodo y brillante que cuestiona el pensamiento convencional.
978-257-788-9278-7;Libro 0495 - Cómics/Manga;Art Spiegelman;Ediciones B;Cómics/Manga;2004;Español;Tapa blanda;154;17.89;11.67;34.79;Sí;Sí;Sí;2022-10-15;Spiegelman utiliza el cómic para narrar el Holocausto a través de la historia de su padre. Una obra desgarradora y necesaria que demostró al mundo que el cómic puede abordar los temas más graves.
978-227-188-8486-8;Libro 0496 - Infantil/Juvenil;Jeff Kinney;Anagrama;Infantil/Juvenil;1985;Español;Tapa blanda;256;11.12;6.74;39.35;Sí;Sí;Sí;2020-06-29;Kinney creó uno de los personajes más queridos de la literatura juvenil actual. El humor cotidiano, los malentendidos generacionales y la búsqueda de identidad hacen de esta serie una lectura adictiva.
978-861-116-1232-9;Libro 0497 - Arte y Fotografía;John Berger;Espasa;Arte y Fotografía;2012;Español;Bolsillo;144;39.12;27.76;29.05;Sí;No;Sí;2021-07-31;La influencia de Berger en cómo pensamos sobre las imágenes es comparable a la de Freud en cómo pensamos sobre los sueños. Un pensador que cambió el vocabulario de la crítica visual.
978-352-142-7890-4;Libro 0498 - Idiomas;Michael Swan;Espasa;Idiomas;2006;Gallego;Bolsillo;487;24.04;17.07;28.99;Sí;Sí;Sí;2019-11-02;Swan es el referente de los profesores de inglés en todo el mundo. Su capacidad para distinguir entre usos formales e informales y para explicar los casos complejos con claridad no tiene igual.
978-474-405-7494-2;Libro 0499 - Idiomas;Alan Grieve;Planeta;Idiomas;2012;Español;Tapa blanda;444;41.56;25.77;37.99;Sí;Sí;No;2023-03-05;Con un enfoque comunicativo y materiales actualizados, Grieve ofrece herramientas efectivas para el aprendizaje progresivo del inglés, prestando especial atención al vocabulario en contexto.
978-855-830-8218-5;Libro 0500 - No Ficción;Daniel Kahneman;Penguin Clásicos;No Ficción;1992;Español;Tapa dura;447;21.08;13.59;35.51;Sí;Sí;Sí;2021-04-23;Una obra revolucionaria que combina décadas de investigación en psicología y economía conductual. Kahneman demuestra que somos mucho menos racionales de lo que creemos y mucho más predecibles de lo que nos gustaría.
